MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21808412,545000.0,85749,-110.739628,32.266742,0.95,5297.88,1992,6,4.0,3258.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: STAINLESS, Oven: STAINLESS/GAS",3.0,"Carpet, Ceramic Tile, Mexican Tile",0.0
21809146,557000.0,85712,-110.885743,32.260132,0.26,988.47,2018,3,4.0,2485.0,2.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz, Microwave: Under counter, Oven: Electric range 36",0.0,Concrete,0.0
21900301,510000.0,85755,-110.93794,32.455804,0.17,3638.67,1994,2,3.0,2447.0,2.0,"Dishwasher, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",1.0,"Ceramic Tile, Laminate, Natural Stone",155.0
21907419,550000.0,85614,-110.940929,31.878438,0.3,4916.06,2013,3,4.0,2564.0,2.5,"Pantry: Walk-In, Appliance Color: Stainless, Countertops: quartz, Oven: stainless",0.0,Ceramic Tile,213.0
21908615,560000.0,85718,-110.880164,32.305714,1.22,3660.81,1980,3,3.0,2790.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Natural Stone, Wood",0.0
21908181,525000.0,85742,-111.036743,32.371451,1.53,5174.75,2000,5,3.0,3259.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Refrigerator, Appliance Color: Black, Microwave: black, Oven: double ovens",1.0,"Carpet, Ceramic Tile",0.0
21917296,555000.0,85750,-110.813901,32.296092,0.78,3879.35,1964,3,3.0,3230.0,2.5,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: overhead, Oven: gas",1.0,"Ceramic Tile, Other: vinyl planks",0.0
21311887,557000.0,85745,-111.06586,32.240943,1.57,6992.08,2006,4,4.0,3594.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile, Wood",88.0
21403017,536000.0,85750,-110.865058,32.277973,0.56,4528.14,1984,3,4.0,3121.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Concrete",15.0
21324890,525000.0,85737,-110.967045,32.412281,3.38,5714.0,1998,4,3.0,3297.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile",0.0
21400334,495000.0,85718,-110.876375,32.325839,0.97,4711.31,1980,3,2.0,2841.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",141.0
21411531,545000.0,85750,-110.856225,32.288088,0.87,5344.98,1984,3,4.0,2971.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",68.0
21402837,545000.0,85742,-111.080822,32.386294,3.31,3640.39,2002,3,3.0,2777.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,Ceramic Tile,70.0
21411582,512500.0,85718,-110.952047,32.330328,0.81,4791.13,1985,4,3.0,3614.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",0.0
21423781,535000.0,85739,-110.858866,32.544628,0.31,3906.24,2006,2,3.0,2651.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",149.0
21500343,560000.0,85715,-110.862237,32.26314,0.73,5926.12,1970,3,3.0,3333.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",48.0
21512120,552000.0,85750,-110.854508,32.288382,0.52,5939.84,1989,3,3.0,3052.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",125.0
21502493,525000.0,85718,-110.941057,32.333584,0.94,5296.04,1993,4,3.0,3292.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Concrete",15.0
21514283,550000.0,85737,-111.006268,32.413739,0.55,4445.94,1999,3,3.0,3025.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Concrete",17.0
21508346,522000.0,85718,-110.895976,32.328485,0.86,4852.75,1977,3,3.0,3002.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Mexican Tile, Other",0.0
21514366,527150.0,85750,-110.82352,32.274529,1.82,7269.04,1991,5,5.0,3991.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0
21532096,559000.0,85718,-110.887104,32.328061,0.81,5217.0,1974,3,2.0,3787.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile",257.0
21602710,569000.0,85749,-110.723684,32.244286,0.87,4897.0,1988,4,4.0,4133.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Mexican Tile",0.0
21521465,525000.0,85718,-110.924317,32.321761,0.28,4848.03,2003,3,3.0,2653.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",183.0
21605206,545000.0,85718,-110.883863,32.319076,0.83,3897.57,1978,3,4.0,2436.0,2.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile",21.0
21603489,528500.0,85737,-110.958601,32.41499,1.61,5324.31,1987,4,4.0,3007.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile, Other",0.0
21625410,555000.0,85718,-110.896603,32.331043,0.82,4965.8,1971,3,3.0,2864.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",6.0
21201707,550000.0,85750,-110.826648,32.31575,0.95,4028.0,1991,3,3.0,2758.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Mexican Tile, Natural Stone",0.0
21217997,550000.0,85718,-110.933653,32.329485,1.01,4394.0,1993,4,3.0,2924.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0
21226279,550000.0,85750,-110.857463,32.31105,0.9,4078.52,1994,4,3.0,2816.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Mexican Tile",40.0
21307251,536000.0,85750,-110.865044,32.29558,0.77,4683.0,1993,4,4.0,3797.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Ceramic Tile,30.0
21314587,562500.0,85749,-110.704712,32.242066,3.4,5154.0,1984,4,3.0,3843.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood, Other",22.0
21318984,567109.0,85737,-110.964597,32.404235,0.42,3485.0,2013,3,3.0,2700.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",75.0
21706672,552000.0,85750,-110.87237,32.322947,0.83,6576.0,1990,5,3.0,4071.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Other",0.0
21817527,569000.0,85718,-110.89741,32.326631,1.0,5636.05,1977,4,4.0,2793.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Silestone, Microwave: ., Oven: .",2.0,"Carpet, Ceramic Tile",6.25
21823899,550000.0,85623,-110.922016,32.585102,0.19,3154.32,2008,2,3.0,2297.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Appliance Color: Stainless, Countertops: Granite, Microwave: GE, Oven: GE",1.0,"Carpet, Ceramic Tile",194.51
21823851,550000.0,85704,-110.97453,32.303114,2.43,5173.54,1951,5,3.0,3000.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Marble",1.0,Ceramic Tile,0.0
21912651,557000.0,85715,-110.850396,32.252949,0.58,4971.45,1963,4,4.0,3155.0,0.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile",119.66
21914564,550000.0,85711,-110.863154,32.22372,0.59,3133.47,1961,5,3.0,3083.0,0.0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Microwave: yes, Oven: yes",1.0,"Carpet, Concrete, Wood",0.0
21920357,550000.0,85750,-110.817653,32.276435,0.53,4890.13,1981,5,3.0,3375.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Appliance Color: Stainless, Countertops: Granite, Microwave: Shelf, Oven: Built-in gas",3.0,"Ceramic Tile, Concrete, Mexican Tile, Wood",0.0
21331910,568963.0,85658,-111.069398,32.434828,0.21,892.04,2013,4,3.0,2760.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Concrete,38.0
21803815,563000.0,85658,-111.052352,32.434883,0.83,7429.9,2013,4,3.0,2868.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: GRANITE SLAB, Microwave: built in, Oven: WALL OVEN",1.0,Concrete,63.33
21401424,495000.0,85742,-111.060928,32.394661,3.32,4929.16,1994,4,4.0,3897.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Mexican Tile",17.0
21816429,557000.0,85623,-110.926474,32.586511,0.21,3557.58,2013,3,4.0,2819.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Profile, Oven: GE Profile",2.0,"Carpet, Ceramic Tile",194.51
21827531,562000.0,85749,-110.727649,32.258795,0.94,5304.36,1997,4,3.0,3525.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In, Oven: Built in  Convection",1.0,"Carpet, Ceramic Tile, Natural Stone",8.33
21611691,555000.0,85750,-110.853032,32.32219,0.14,5167.93,1999,3,3.0,2191.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",107.0
21901846,555000.0,85750,-110.821745,32.302083,0.56,3773.68,1978,4,2.0,2559.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless",1.0,"Natural Stone, Wood",5.0
21907937,568000.0,85716,-110.93219,32.224218,0.24,3943.5,1949,3,3.0,2852.0,1.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Oven: Under Range",1.0,"Natural Stone, Wood",0.0
21829834,537000.0,85718,-110.908785,32.325834,0.69,4929.25,1970,4,3.0,2656.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: ., Oven: .",1.0,Concrete,6.25
21408647,567796.0,85749,-110.736693,32.288927,0.99,1287.0,2014,3,3.0,3051.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile",75.0
21826451,567608.0,85658,-111.106487,32.468775,0.29,1140.97,2018,3,4.0,2387.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Countertops: UPG Granite, Microwave: Stainless, Oven: Built-In",0.0,"Ceramic Tile, Other: UPG Flooring",45.0
21728991,550000.0,85737,-110.969236,32.409312,0.51,6193.5,2003,3,3.0,2507.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double/Convection",2.0,"Carpet, Concrete",50.0
21704135,530000.0,85658,-111.068804,32.44745,0.28,4305.3,2007,2,2.0,2070.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",193.0
21809970,550000.0,85737,-111.009574,32.420231,0.47,6731.96,2015,4,3.0,3575.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",0.0,"Ceramic Tile, Wood",83.0
21815941,550000.0,85718,-110.889361,32.278672,0.67,5491.0,1976,4,4.0,4139.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: SS, Oven: Dacor",2.0,"Carpet, Ceramic Tile",3.0
3051343,544000.0,85622,-111.00419,31.835595,1.0,3275.0,1985,3,3.0,3512.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave",2.0,"Carpet, Ceramic Tile",2.08
21832887,575359.5,85641,-110.687945,32.081978,1.07,625.0,2019,5,36.0,3720.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: In cabinet",1.0,"Carpet, Ceramic Tile",0.0
21716637,555411.0,85755,-110.984875,32.451048,0.26,900.22,2017,4,4.0,3679.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",134.0
21403810,560000.0,85739,-110.861093,32.534377,0.2,3785.0,2003,3,4.0,2670.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",198.0
21415102,565000.0,85755,-110.989464,32.45798,0.19,4575.26,2001,2,3.0,2549.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",92.0
21400344,645400.0,85737,-110.965254,32.40817,0.38,2334.0,2014,3,3.0,2700.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile",75.0
21414149,550000.0,85658,-111.074224,32.4315,0.22,5238.02,2006,4,3.0,2680.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Ceramic Tile, Wood",37.0
21424127,549750.0,85719,-110.954361,32.260253,0.23,3581.08,2008,3,3.0,2297.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,Concrete,0.0
21423017,547500.0,85623,-110.924793,32.584389,0.28,2628.1,2011,3,3.0,2905.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",150.0
21404009,540000.0,85614,-110.970465,31.837729,2.08,5077.95,2007,4,3.0,2944.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",83.0
21432872,545000.0,85718,-110.89563,32.288857,1.0,4552.18,1981,4,3.0,2821.0,2.0,"Dishwasher, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",25.0
21315124,535000.0,85755,-110.979852,32.455813,0.45,6229.78,2002,3,3.0,3019.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone",81.0
21507627,565000.0,85750,-110.868461,32.322464,0.57,5038.0,1999,4,3.0,2607.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",45.0
21422505,560000.0,85747,-110.733313,32.138784,1.61,2983.76,2006,5,4.0,4640.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",0.0
21510774,546812.0,85755,-110.979114,32.435518,0.27,5132.56,2002,4,3.0,3263.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",25.0
21507953,555000.0,85718,-110.940215,32.3318,1.1,4362.38,1983,3,3.0,3069.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",10.0
21502026,545000.0,85755,-110.989607,32.453815,0.24,3991.08,2007,4,4.0,3076.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",53.0
21505582,520000.0,85745,-111.074671,32.235121,0.89,4769.37,1995,3,3.0,2261.0,3.0,"Dishwasher, Microwave, Oven",2.0,"Carpet, Mexican Tile",0.0
21526202,535000.0,85742,-111.024347,32.376686,1.04,4763.0,1993,4,4.0,3817.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",0.0
21527958,537000.0,85739,-110.861406,32.546813,0.32,3515.18,2005,2,3.0,2578.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,158.0
21610310,550000.0,85719,-110.941939,32.242981,0.48,2445.49,1954,3,3.0,2169.0,0.0,"Dishwasher, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,0.0
21607742,560000.0,85718,-110.93658,32.314345,1.08,3568.2,1961,4,4.0,2743.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Natural Stone",5.0
21611094,565000.0,85711,-110.902102,32.230035,0.8,5010.0,1977,5,4.0,4103.0,6.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Ceramic Tile, Concrete",0.0
21624894,535000.0,85749,-110.729206,32.261055,1.0,4618.69,1996,4,3.0,3324.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Natural Stone",8.0
21627717,560000.0,85749,-110.794005,32.253351,0.59,5947.0,1998,5,4.0,3672.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Wood,149.0
21527684,550000.0,85739,-110.861405,32.546512,0.32,4117.1,2005,3,4.0,2928.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",165.0
21701604,545000.0,85750,-110.873542,32.277189,0.44,5073.12,1991,4,3.0,3341.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete, Other",14.0
21703212,560000.0,85718,-110.947516,32.309345,0.77,6309.58,1987,4,3.0,3134.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Mexican Tile",5.0
21204384,552500.0,85750,-110.840136,32.283039,1.61,3792.96,1985,3,2.0,2348.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone, Other",0.0
21126261,555000.0,85737,-110.968239,32.405966,0.38,5401.73,2006,4,3.0,3420.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Concrete",50.0
21201685,532000.0,85749,-110.74369,32.251775,0.83,4780.0,2006,5,5.0,3739.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,Concrete,50.0
21218525,525000.0,85716,-110.925612,32.228009,0.62,6495.64,1962,4,3.0,3949.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",0.0
21213752,490000.0,85658,-111.075867,32.455967,0.23,3080.69,2002,3,2.0,2020.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",166.0
21706468,535000.0,85739,-110.859221,32.550382,0.48,5184.0,2006,3,4.0,3651.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,165.0
21318726,552500.0,85750,-110.816836,32.289055,1.04,6579.91,1990,4,3.0,3543.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Mexican Tile",65.0
21323933,565000.0,85750,-110.873989,32.325761,0.42,4830.0,1993,4,4.0,3069.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",60.0
21707767,538400.0,85750,-110.817418,32.289378,0.81,6014.06,1993,5,5.0,3825.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Wood",62.0
21707603,550000.0,85750,-110.873119,32.323406,0.8,6390.03,1994,5,4.0,3368.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",100.0
21718066,555000.0,85750,-110.865303,32.283321,1.15,5400.0,1986,4,3.0,3082.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Ceramic Tile",6.0
21727392,542000.0,85742,-111.06609,32.389116,3.31,4720.0,2007,4,3.0,3208.0,3.0,"Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Microwave: Built in, Oven: Gas",1.0,Ceramic Tile,0.0
21808242,565000.0,85745,-111.04409,32.213043,0.54,5549.85,2002,3,4.0,3002.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz",1.0,"Carpet, Ceramic Tile, Concrete",69.0
21810136,530000.0,85737,-110.969863,32.381589,0.4,5624.76,1997,2,2.0,2875.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: & Warming Drawer",1.0,"Ceramic Tile, Natural Stone",132.0
21802448,560000.0,85749,-110.74477,32.261215,1.01,5321.5,2004,4,3.0,3067.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Appliance Color: Black, Countertops: Granite, Microwave: GE Profile, Oven: Double/convection",2.0,"Carpet, Ceramic Tile",25.0
21812379,552500.0,85749,-110.781082,32.254081,1.0,4076.0,1984,4,4.0,3740.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz",4.0,"Ceramic Tile, Mexican Tile, Natural Stone",0.0
21812993,553500.0,85750,-110.869289,32.286358,0.98,3476.97,1987,4,3.0,2513.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: White quartz, Microwave: Under counter, Oven: Electric",2.0,"Carpet, Ceramic Tile",34.0
21813601,565000.0,85718,-110.954196,32.302157,1.14,4340.3,1969,4,3.0,2848.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Marble, Microwave: Convection & Regular",1.0,Ceramic Tile,8.34
21821918,540000.0,85750,-110.852074,32.314056,1.01,5398.22,1986,3,3.0,2892.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Refrigerator, Countertops: Gas / Black, Microwave: Black, Oven: Electric / Black",1.0,"Carpet, Ceramic Tile, Concrete, Natural Stone",0.0
21815794,542500.0,85750,-110.817282,32.265647,0.86,2865.9,1969,4,3.0,3012.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Granite, Microwave: Other, Oven: Other",1.0,"Carpet, Ceramic Tile",0.0
21823811,555000.0,85704,-110.997468,32.363504,1.33,5499.13,1998,4,3.0,3189.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Appliance Color: Black, Microwave: Built-in",1.0,"Carpet, Ceramic Tile",0.0
21804019,480000.0,85742,-111.0638,32.408082,1.1,1355.0,2018,4,3.0,3082.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Quartz, Microwave: Built in, Oven: Double Ovens",0.0,"Carpet, Ceramic Tile",0.0
21901015,565000.0,85629,-110.99967,31.934289,1.09,4375.31,2006,4,3.0,2507.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double Ovens",1.0,Ceramic Tile,11.08
21900133,555000.0,85705,-110.966926,32.230629,0.18,2299.26,1910,2,2.0,2257.0,0.0,"Gas Range, Pantry: Butler, Refrigerator, Countertops: Granite",1.0,"Ceramic Tile, Wood",0.0
21900786,552000.0,85749,-110.800001,32.29958,1.6,4754.29,1979,3,3.0,3139.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: Oven",2.0,Mexican Tile,0.0
21823744,542000.0,85614,-110.964024,31.859061,0.43,4249.94,2005,3,3.0,2856.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Microwave: Frigidaire Professio, Oven: Frigidaire Professio",1.0,"Carpet, Ceramic Tile",16.67
21902036,535000.0,85750,-110.835789,32.27356,0.37,6255.85,1994,4,4.0,4110.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Corian, Microwave: microwave, Oven: oven",1.0,"Carpet, Ceramic Tile",22.0
3053192,540000.0,85614,-110.970464,31.837728,2.08,5077.95,2007,4,3.0,3512.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Advantium SpdCk&Conv, Oven: Wall/Convection",2.0,"Carpet, Ceramic Tile",83.34
21909400,535000.0,85718,-110.945829,32.292671,0.84,4175.42,1958,3,3.0,2746.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Indoor Grill, Pantry: Cabinet, Appliance Color: Stainless, Countertops: Quartz, Oven: Stainless",1.0,"Carpet, Laminate",4.0
21821286,550000.0,85658,-111.052571,32.426873,0.77,7726.46,2014,4,4.0,3013.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: granite monte cristo, Microwave: above counter, Oven: double convection",0.0,"Carpet, Ceramic Tile",60.0
21514869,542000.0,85737,-111.010473,32.414633,0.64,6773.11,2003,5,4.0,4316.0,4.0,"Dishwasher, Oven",1.0,"Carpet, Ceramic Tile",65.0
